X,Y,fid,id,m_from,m_to,distance,angle,route,measure,km,icon_url
-86.9361042994421,21.0240578207594,"232","1",0,28268.1722412109,23100,86.0098437246978,"1",7238200,7238+200,./0.png
-86.9351442542121,21.0241203318447,"233","1",0,28268.1722412109,23200,86.0098437246978,"1",7238300,7238+300,./0.png
-86.9341842081976,21.0241828375088,"234","1",0,28268.1722412109,23300,86.0098437246978,"1",7238400,7238+400,./0.png
-86.9332241613989,21.0242453377517,"235","1",0,28268.1722412109,23400,86.0098437246978,"1",7238500,7238+500,./0.png
-86.9322641138162,21.0243078325733,"236","1",0,28268.1722412109,23500,86.0098437246978,"1",7238600,7238+600,./0.png
-86.9313040654499,21.0243703219735,"237","1",0,28268.1722412109,23600,86.0098437246978,"1",7238700,7238+700,./0.png
-86.9303440163002,21.0244328059524,"238","1",0,28268.1722412109,23700,86.0098437246978,"1",7238800,7238+800,./0.png
-86.9293839663675,21.0244952845098,"239","1",0,28268.1722412109,23800,86.0098437246978,"1",7238900,7238+900,./0.png
-86.9284239156521,21.0245577576456,"240","1",0,28268.1722412109,23900,86.0098437246978,"1",7239000,7239+000,./0.png
-86.9274638641542,21.02462022536,"241","1",0,28268.1722412109,24000,86.0098437246978,"1",7239100,7239+100,./0.png
-86.9265038118742,21.0246826876527,"242","1",0,28268.1722412109,24100,86.0098437246978,"1",7239200,7239+200,./0.png
-86.9255437588124,21.0247451445238,"243","1",0,28268.1722412109,24200,86.0098437246978,"1",7239300,7239+300,./0.png
-86.9245837049691,21.0248075959732,"244","1",0,28268.1722412109,24300,86.0098437246978,"1",7239400,7239+400,./0.png
-86.9236236503445,21.0248700420008,"245","1",0,28268.1722412109,24400,86.0098437246978,"1",7239500,7239+500,./0.png
-86.922663594939,21.0249324826065,"246","1",0,28268.1722412109,24500,86.0098437246978,"1",7239600,7239+600,./0.png
-86.9217035387529,21.0249949177905,"247","1",0,28268.1722412109,24600,86.0098437246978,"1",7239700,7239+700,./0.png
-86.9207434817865,21.0250573475525,"248","1",0,28268.1722412109,24700,86.0098437246978,"1",7239800,7239+800,./0.png
-86.91978342404,21.0251197718925,"249","1",0,28268.1722412109,24800,86.0098437246978,"1",7239900,7239+900,./0.png
-86.9188233655138,21.0251821908105,"250","1",0,28268.1722412109,24900,86.0098437246978,"1",7240000,7240+000,./0.png
-86.9178633133298,21.0252447007309,"251","1",0,28268.1722412109,25000,85.9976847876547,"1",7240100,7240+100,./0.png
-86.9169032673711,21.0253073000934,"252","1",0,28268.1722412109,25100,85.9976847876547,"1",7240200,7240+200,./0.png
-86.9159432206312,21.0253698940338,"253","1",0,28268.1722412109,25200,85.9976847876547,"1",7240300,7240+300,./0.png
-86.9149831731103,21.0254324825521,"254","1",0,28268.1722412109,25300,85.9976847876547,"1",7240400,7240+400,./0.png
-86.9140231248088,21.0254950656482,"255","1",0,28268.1722412109,25400,85.9976847876547,"1",7240500,7240+500,./0.png
-86.9130630757269,21.0255576433222,"256","1",0,28268.1722412109,25500,85.9976847876547,"1",7240600,7240+600,./0.png
-86.9121030258649,21.0256202155739,"257","1",0,28268.1722412109,25600,85.9976847876547,"1",7240700,7240+700,./0.png
-86.9111429752232,21.0256827824034,"258","1",0,28268.1722412109,25700,85.9976847876547,"1",7240800,7240+800,./0.png
-86.9101829238021,21.0257453438104,"259","1",0,28268.1722412109,25800,85.9976847876547,"1",7240900,7240+900,./0.png
-86.9092228716018,21.0258078997951,"260","1",0,28268.1722412109,25900,85.9976847876547,"1",7241000,7241+000,./0.png
-86.9082628186227,21.0258704503573,"261","1",0,28268.1722412109,26000,85.9976847876547,"1",7241100,7241+100,./0.png
-86.907302764865,21.025932995497,"262","1",0,28268.1722412109,26100,85.9976847876547,"1",7241200,7241+200,./0.png
-86.9063427103291,21.0259955352142,"263","1",0,28268.1722412109,26200,85.9976847876547,"1",7241300,7241+300,./0.png
-86.9053826550153,21.0260580695087,"264","1",0,28268.1722412109,26300,85.9976847876547,"1",7241400,7241+400,./0.png
-86.9044225989238,21.0261205983806,"265","1",0,28268.1722412109,26400,85.9976847876547,"1",7241500,7241+500,./0.png
-86.9034625420549,21.0261831218297,"266","1",0,28268.1722412109,26500,85.9976847876547,"1",7241600,7241+600,./0.png
-86.9025024844091,21.0262456398561,"267","1",0,28268.1722412109,26600,85.9976847876547,"1",7241700,7241+700,./0.png
-86.9015424259865,21.0263081524596,"268","1",0,28268.1722412109,26700,85.9976847876547,"1",7241800,7241+800,./0.png
-86.9005823667874,21.0263706596403,"269","1",0,28268.1722412109,26800,85.9976847876547,"1",7241900,7241+900,./0.png
-86.8996223068122,21.026433161398,"270","1",0,28268.1722412109,26900,85.9976847876547,"1",7242000,7242+000,./0.png
-86.8986622460612,21.0264956577328,"271","1",0,28268.1722412109,27000,85.9976847876547,"1",7242100,7242+100,./0.png
-86.8977021845347,21.0265581486445,"272","1",0,28268.1722412109,27100,85.9976847876547,"1",7242200,7242+200,./0.png
-86.896742122233,21.0266206341331,"273","1",0,28268.1722412109,27200,85.9976847876547,"1",7242300,7242+300,./0.png
-86.8957820591563,21.0266831141986,"274","1",0,28268.1722412109,27300,85.9976847876547,"1",7242400,7242+400,./0.png
-86.8948219953049,21.0267455888409,"275","1",0,28268.1722412109,27400,85.9976847876547,"1",7242500,7242+500,./0.png
-86.8938619306793,21.02680805806,"276","1",0,28268.1722412109,27500,85.9976847876547,"1",7242600,7242+600,./0.png
-86.8929018652796,21.0268705218557,"277","1",0,28268.1722412109,27600,85.9976847876547,"1",7242700,7242+700,./0.png
-86.8919417991062,21.0269329802282,"278","1",0,28268.1722412109,27700,85.9976847876547,"1",7242800,7242+800,./0.png
-86.8909817321594,21.0269954331772,"279","1",0,28268.1722412109,27800,85.9976847876547,"1",7242900,7242+900,./0.png
-86.8900216644395,21.0270578807027,"280","1",0,28268.1722412109,27900,85.9976847876547,"1",7243000,7243+000,./0.png
-86.8890615959467,21.0271203228047,"281","1",0,28268.1722412109,28000,85.9976847876547,"1",7243100,7243+100,./0.png
-86.8881015266815,21.0271827594832,"282","1",0,28268.1722412109,28100,85.9976847876547,"1",7243200,7243+200,./0.png
-86.887141456644,21.0272451907381,"283","1",0,28268.1722412109,28200,85.9976847876547,"1",7243300,7243+300,./0.png
